file_name,agency,release_date,incident_date,incident_location,file_type,page_count,ocr_success_rate,review_required_count,japan_related,japan_keywords,japan_signal_source,location_conflict,location_conflict_reason,candidate_score,recommended_lane,reasons,notes
65_hs1-834228961_62-hq-83894_section_10.pdf,FBI,5/8/26,N/A,N/A,PDF,184,68%,165,false,,,false,,5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 184p: long document(-5) | ocr_data_available(+5),high_review_required=94%
65_hs1-834228961_62-hq-83894_serial_438.pdf,FBI,5/8/26,N/A,N/A,PDF,40,,0,false,,,false,,5,hold,agency=FBI(+10) | serial (part of large multi-section file)(-5) | 40p: medium length(+0),
342_hs1-416511228_box186_319.1-flying-discs-1949.pdf,Department of War,5/8/26,1/9/50,N/A,PDF,143,,0,false,,,false,,0,hold,agency=Department of War(+5) | 143p: long document(-5),
38_143685_box7_incident_summaries_101-172.pdf,Department of War,5/8/26,N/A,N/A,PDF,178,,0,false,,,false,,0,hold,agency=Department of War(+5) | 178p: long document(-5),
38_143685_box7_incident_summaries_173-233.pdf,Department of War,5/8/26,N/A,N/A,PDF,144,,0,false,,,false,,0,hold,agency=Department of War(+5) | 144p: long document(-5),
65_hs1-834228961_62-hq-83894_section_1.pdf,FBI,5/8/26,N/A,N/A,PDF,185,,0,false,,,false,,0,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 185p: long document(-5),
65_hs1-834228961_62-hq-83894_section_2.pdf,FBI,5/8/26,N/A,N/A,PDF,194,,0,false,,,false,,0,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 194p: long document(-5),
65_hs1-834228961_62-hq-83894_section_3.pdf,FBI,5/8/26,N/A,N/A,PDF,190,,0,false,,,false,,0,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 190p: long document(-5),
65_hs1-834228961_62-hq-83894_serial_130.pdf,FBI,5/8/26,N/A,N/A,PDF,126,,0,false,,,false,,0,hold,agency=FBI(+10) | serial (part of large multi-section file)(-5) | 126p: long document(-5),
65_hs1-834228961_62-hq-83894_serial_164.pdf,FBI,5/8/26,N/A,N/A,PDF,137,,0,false,,,false,,0,hold,agency=FBI(+10) | serial (part of large multi-section file)(-5) | 137p: long document(-5),
65_hs1-834228961_62-hq-83894_sub_a.pdf,FBI,5/8/26,N/A,N/A,PDF,124,,0,false,,,false,,0,hold,agency=FBI(+10) | sub-file of large case(-5) | 124p: long document(-5),
dow-uap-d48-report-september-1996.pdf,Department of War,5/8/26,9/10/96,N/A,PDF,181,,0,false,,,false,,0,hold,agency=Department of War(+5) | 181p: long document(-5),
38_143685_box7_incident_summaries_1-100.pdf,Department of War,5/8/26,N/A,N/A,PDF,209,,0,false,,,false,,-5,hold,agency=Department of War(+5) | 209p: very long document(-10),
65_hs1-834228961_62-hq-83894_section_4.pdf,FBI,5/8/26,N/A,N/A,PDF,214,,0,false,,,false,,-5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 214p: very long document(-10),
65_hs1-834228961_62-hq-83894_section_5.pdf,FBI,5/8/26,N/A,N/A,PDF,209,,0,false,,,false,,-5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 209p: very long document(-10),
65_hs1-834228961_62-hq-83894_section_6.pdf,FBI,5/8/26,N/A,N/A,PDF,271,,0,false,,,false,,-5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 271p: very long document(-10),
65_hs1-834228961_62-hq-83894_section_7.pdf,FBI,5/8/26,N/A,N/A,PDF,205,,0,false,,,false,,-5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 205p: very long document(-10),
65_hs1-834228961_62-hq-83894_section_8.pdf,FBI,5/8/26,N/A,N/A,PDF,217,,0,false,,,false,,-5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 217p: very long document(-10),
65_hs1-834228961_62-hq-83894_section_9.pdf,FBI,5/8/26,N/A,N/A,PDF,290,,0,false,,,false,,-5,hold,agency=FBI(+10) | section (part of large multi-section file)(-5) | 290p: very long document(-10),
