pdf_file,page_number,confidence_estimate,extracted_char_count,review_required,challenge_reason
65_hs1-834228961_62-hq-83894_section_5,142,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,143,33.5,76,true,review=trueかつconf=33.5<40
65_hs1-834228961_62-hq-83894_section_5,144,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,148,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,150,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,161,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,167,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,170,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,179,34.7,100,true,review=trueかつconf=34.7<40
65_hs1-834228961_62-hq-83894_section_5,182,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,183,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,184,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,185,28.4,275,true,review=trueかつconf=28.4<40
65_hs1-834228961_62-hq-83894_section_5,188,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,195,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,197,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,200,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,201,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,202,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,204,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_5,205,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,3,36.4,49,true,review=trueかつconf=36.4<40
65_hs1-834228961_62-hq-83894_section_6,7,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,11,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,12,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,17,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,19,31.8,36,true,review=trueかつconf=31.8<40
65_hs1-834228961_62-hq-83894_section_6,20,31.6,414,true,review=trueかつconf=31.6<40
65_hs1-834228961_62-hq-83894_section_6,21,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,23,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,75,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,78,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,79,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,80,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,82,33.1,111,true,review=trueかつconf=33.1<40
65_hs1-834228961_62-hq-83894_section_6,83,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,84,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,85,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,86,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,95,31.5,142,true,review=trueかつconf=31.5<40
65_hs1-834228961_62-hq-83894_section_6,98,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,99,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,112,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,120,30.5,72,true,review=trueかつconf=30.5<40
65_hs1-834228961_62-hq-83894_section_6,121,32.4,543,true,review=trueかつconf=32.4<40
65_hs1-834228961_62-hq-83894_section_6,122,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,123,30.5,239,true,review=trueかつconf=30.5<40
65_hs1-834228961_62-hq-83894_section_6,125,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,138,31.8,53,true,review=trueかつconf=31.8<40
65_hs1-834228961_62-hq-83894_section_6,141,29.7,30,true,conf=29.7<30かつchar=30<100
65_hs1-834228961_62-hq-83894_section_6,143,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,145,35.3,55,true,review=trueかつconf=35.3<40
65_hs1-834228961_62-hq-83894_section_6,151,34.8,61,true,review=trueかつconf=34.8<40
65_hs1-834228961_62-hq-83894_section_6,155,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,158,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,160,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,161,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,162,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,164,n/a,0,true,0字・conf=0（Tesseract未取得）
65_hs1-834228961_62-hq-83894_section_6,166,n/a,0,true,0字・conf=0（Tesseract未取得）
65_hs1-834228961_62-hq-83894_section_6,167,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,168,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,169,n/a,0,true,0字・conf=0（Tesseract未取得）
65_hs1-834228961_62-hq-83894_section_6,175,37.8,53,true,review=trueかつconf=37.8<40
65_hs1-834228961_62-hq-83894_section_6,176,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,177,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,183,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,187,24.2,58,true,conf=24.2<30かつchar=58<100
65_hs1-834228961_62-hq-83894_section_6,189,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,194,34.3,49,true,review=trueかつconf=34.3<40
65_hs1-834228961_62-hq-83894_section_6,197,31.5,66,true,review=trueかつconf=31.5<40
65_hs1-834228961_62-hq-83894_section_6,201,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,203,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,205,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,206,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,207,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,209,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,210,38.8,79,true,review=trueかつconf=38.8<40
65_hs1-834228961_62-hq-83894_section_6,214,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,216,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,220,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,222,39.8,15,true,review=trueかつconf=39.8<40
65_hs1-834228961_62-hq-83894_section_6,226,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,227,31.4,541,true,review=trueかつconf=31.4<40
65_hs1-834228961_62-hq-83894_section_6,228,29.9,573,true,review=trueかつconf=29.9<40
65_hs1-834228961_62-hq-83894_section_6,229,29.2,803,true,review=trueかつconf=29.2<40
65_hs1-834228961_62-hq-83894_section_6,233,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,234,39.0,10,true,review=trueかつconf=39.0<40
65_hs1-834228961_62-hq-83894_section_6,235,39.5,25,true,review=trueかつconf=39.5<40
65_hs1-834228961_62-hq-83894_section_6,236,n/a,0,true,0字・conf=0（Tesseract未取得）
65_hs1-834228961_62-hq-83894_section_6,237,33.6,68,true,review=trueかつconf=33.6<40
65_hs1-834228961_62-hq-83894_section_6,238,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,240,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,242,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,243,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,244,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,248,33.2,61,true,review=trueかつconf=33.2<40
65_hs1-834228961_62-hq-83894_section_6,250,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,251,30.6,431,true,review=trueかつconf=30.6<40
65_hs1-834228961_62-hq-83894_section_6,252,30.1,57,true,review=trueかつconf=30.1<40
65_hs1-834228961_62-hq-83894_section_6,255,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,265,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_6,266,34.9,1010,true,review=trueかつconf=34.9<40
65_hs1-834228961_62-hq-83894_section_6,267,36.1,170,true,review=trueかつconf=36.1<40
65_hs1-834228961_62-hq-83894_section_6,271,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,2,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,6,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,8,34.8,50,true,review=trueかつconf=34.8<40
65_hs1-834228961_62-hq-83894_section_7,12,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,14,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,16,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,19,34.3,53,true,review=trueかつconf=34.3<40
65_hs1-834228961_62-hq-83894_section_7,22,24.5,14,true,conf=24.5<30かつchar=14<100
65_hs1-834228961_62-hq-83894_section_7,24,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,26,37.6,55,true,review=trueかつconf=37.6<40
65_hs1-834228961_62-hq-83894_section_7,31,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,36,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,37,34.6,54,true,review=trueかつconf=34.6<40
65_hs1-834228961_62-hq-83894_section_7,38,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,40,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,42,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,47,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,48,33.1,361,true,review=trueかつconf=33.1<40
65_hs1-834228961_62-hq-83894_section_7,50,35.9,463,true,review=trueかつconf=35.9<40
65_hs1-834228961_62-hq-83894_section_7,51,31.8,495,true,review=trueかつconf=31.8<40
65_hs1-834228961_62-hq-83894_section_7,52,38.0,654,true,review=trueかつconf=38.0<40
65_hs1-834228961_62-hq-83894_section_7,53,34.6,795,true,review=trueかつconf=34.6<40
65_hs1-834228961_62-hq-83894_section_7,54,32.6,234,true,review=trueかつconf=32.6<40
65_hs1-834228961_62-hq-83894_section_7,55,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,56,36.7,766,true,review=trueかつconf=36.7<40
65_hs1-834228961_62-hq-83894_section_7,57,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,58,39.5,396,true,review=trueかつconf=39.5<40
65_hs1-834228961_62-hq-83894_section_7,59,35.6,584,true,review=trueかつconf=35.6<40
65_hs1-834228961_62-hq-83894_section_7,60,36.5,88,true,review=trueかつconf=36.5<40
65_hs1-834228961_62-hq-83894_section_7,66,29.2,57,true,conf=29.2<30かつchar=57<100
65_hs1-834228961_62-hq-83894_section_7,68,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,70,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,87,36.6,32,true,review=trueかつconf=36.6<40
65_hs1-834228961_62-hq-83894_section_7,89,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,98,28.1,72,true,conf=28.1<30かつchar=72<100
65_hs1-834228961_62-hq-83894_section_7,102,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,107,39.6,43,true,review=trueかつconf=39.6<40
65_hs1-834228961_62-hq-83894_section_7,110,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,111,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,129,31.4,61,true,review=trueかつconf=31.4<40
65_hs1-834228961_62-hq-83894_section_7,134,36.0,67,true,review=trueかつconf=36.0<40
65_hs1-834228961_62-hq-83894_section_7,136,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,140,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,146,36.1,55,true,review=trueかつconf=36.1<40
65_hs1-834228961_62-hq-83894_section_7,147,36.8,457,true,review=trueかつconf=36.8<40
65_hs1-834228961_62-hq-83894_section_7,148,38.1,63,true,review=trueかつconf=38.1<40
65_hs1-834228961_62-hq-83894_section_7,150,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,152,30.0,116,true,review=trueかつconf=30.0<40
65_hs1-834228961_62-hq-83894_section_7,155,34.0,81,true,review=trueかつconf=34.0<40
65_hs1-834228961_62-hq-83894_section_7,165,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,167,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,170,27.5,1617,true,review=trueかつconf=27.5<40
65_hs1-834228961_62-hq-83894_section_7,171,27.4,1544,true,review=trueかつconf=27.4<40
65_hs1-834228961_62-hq-83894_section_7,172,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,173,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,188,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,189,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,190,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,193,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,201,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_7,203,39.7,36,true,review=trueかつconf=39.7<40
65_hs1-834228961_62-hq-83894_section_8,4,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,27,31.9,165,true,review=trueかつconf=31.9<40
65_hs1-834228961_62-hq-83894_section_8,28,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,29,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,32,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,35,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,39,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,52,31.9,44,true,review=trueかつconf=31.9<40
65_hs1-834228961_62-hq-83894_section_8,54,37.7,143,true,review=trueかつconf=37.7<40
65_hs1-834228961_62-hq-83894_section_8,59,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,61,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,62,38.6,88,true,review=trueかつconf=38.6<40
65_hs1-834228961_62-hq-83894_section_8,63,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,64,37.7,295,true,review=trueかつconf=37.7<40
65_hs1-834228961_62-hq-83894_section_8,66,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,68,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,69,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,70,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,71,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,72,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,73,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,75,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,77,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,81,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,85,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,87,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,93,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,98,33.2,110,true,review=trueかつconf=33.2<40
65_hs1-834228961_62-hq-83894_section_8,103,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,110,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,111,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,114,n/a,0,true,0字・conf=0（Tesseract未取得）
65_hs1-834228961_62-hq-83894_section_8,116,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,122,34.8,64,true,review=trueかつconf=34.8<40
65_hs1-834228961_62-hq-83894_section_8,127,32.9,95,true,review=trueかつconf=32.9<40
65_hs1-834228961_62-hq-83894_section_8,131,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,136,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,138,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,140,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,143,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,146,39.0,84,true,review=trueかつconf=39.0<40
65_hs1-834228961_62-hq-83894_section_8,148,34.7,82,true,review=trueかつconf=34.7<40
65_hs1-834228961_62-hq-83894_section_8,150,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,152,23.3,50,true,conf=23.3<30かつchar=50<100
65_hs1-834228961_62-hq-83894_section_8,153,30.4,33,true,review=trueかつconf=30.4<40
65_hs1-834228961_62-hq-83894_section_8,154,33.0,111,true,review=trueかつconf=33.0<40
65_hs1-834228961_62-hq-83894_section_8,155,27.4,182,true,review=trueかつconf=27.4<40
65_hs1-834228961_62-hq-83894_section_8,157,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,158,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,166,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,171,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,175,35.2,73,true,review=trueかつconf=35.2<40
65_hs1-834228961_62-hq-83894_section_8,180,34.0,52,true,review=trueかつconf=34.0<40
65_hs1-834228961_62-hq-83894_section_8,182,39.6,67,true,review=trueかつconf=39.6<40
65_hs1-834228961_62-hq-83894_section_8,184,31.4,102,true,review=trueかつconf=31.4<40
65_hs1-834228961_62-hq-83894_section_8,188,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,194,27.9,75,true,conf=27.9<30かつchar=75<100
65_hs1-834228961_62-hq-83894_section_8,198,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,202,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,204,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,207,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,215,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_8,217,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,3,33.7,8,true,review=trueかつconf=33.7<40
65_hs1-834228961_62-hq-83894_section_9,5,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,7,39.6,23,true,review=trueかつconf=39.6<40
65_hs1-834228961_62-hq-83894_section_9,15,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,18,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,21,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,23,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,24,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,25,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,29,35.5,161,true,review=trueかつconf=35.5<40
65_hs1-834228961_62-hq-83894_section_9,30,34.8,78,true,review=trueかつconf=34.8<40
65_hs1-834228961_62-hq-83894_section_9,31,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,32,29.5,199,true,review=trueかつconf=29.5<40
65_hs1-834228961_62-hq-83894_section_9,33,32.9,158,true,review=trueかつconf=32.9<40
65_hs1-834228961_62-hq-83894_section_9,34,37.3,140,true,review=trueかつconf=37.3<40
65_hs1-834228961_62-hq-83894_section_9,36,29.6,176,true,review=trueかつconf=29.6<40
65_hs1-834228961_62-hq-83894_section_9,37,29.7,154,true,review=trueかつconf=29.7<40
65_hs1-834228961_62-hq-83894_section_9,39,26.8,87,true,conf=26.8<30かつchar=87<100
65_hs1-834228961_62-hq-83894_section_9,41,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,49,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,50,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,55,25.2,39,true,conf=25.2<30かつchar=39<100
65_hs1-834228961_62-hq-83894_section_9,57,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,59,33.3,78,true,review=trueかつconf=33.3<40
65_hs1-834228961_62-hq-83894_section_9,61,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,68,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,70,23.4,14,true,conf=23.4<30かつchar=14<100
65_hs1-834228961_62-hq-83894_section_9,78,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,85,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,87,28.4,53,true,conf=28.4<30かつchar=53<100
65_hs1-834228961_62-hq-83894_section_9,92,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,94,27.9,36,true,conf=27.9<30かつchar=36<100
65_hs1-834228961_62-hq-83894_section_9,96,29.2,49,true,conf=29.2<30かつchar=49<100
65_hs1-834228961_62-hq-83894_section_9,104,35.1,59,true,review=trueかつconf=35.1<40
65_hs1-834228961_62-hq-83894_section_9,106,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,107,35.4,98,true,review=trueかつconf=35.4<40
65_hs1-834228961_62-hq-83894_section_9,117,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,119,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,122,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,131,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,133,27.0,11,true,conf=27.0<30かつchar=11<100
65_hs1-834228961_62-hq-83894_section_9,142,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,143,28.0,22,true,conf=28.0<30かつchar=22<100
65_hs1-834228961_62-hq-83894_section_9,147,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,157,35.8,68,true,review=trueかつconf=35.8<40
65_hs1-834228961_62-hq-83894_section_9,161,35.9,19,true,review=trueかつconf=35.9<40
65_hs1-834228961_62-hq-83894_section_9,172,95.0,0,true,0字・conf=95.0（白紙/図版判定）
65_hs1-834228961_62-hq-83894_section_9,195,95.0,0,true,0字・conf=95.0（白紙/図版判定）
